id,name,price,value,type,color,brand
5882,newbalance_jacket_5882,113,285,jacket,blue,newbalance
5883,nike_shorts_5883,540,637,shorts,black,nike
5884,adidas_shorts_5884,353,385,shorts,red,adidas
5885,newbalance_jacket_5885,458,554,jacket,white,newbalance
5886,reebok_jacket_5886,156,265,jacket,yellow,reebok
5887,tommy_jacket_5887,163,316,jacket,white,tommy
5888,newbalance_jacket_5888,90,175,jacket,red,newbalance
5889,adidas_tshirt_5889,219,306,tshirt,blue,adidas
5890,newbalance_tshirt_5890,433,560,tshirt,blue,newbalance
5891,reebok_jacket_5891,159,203,jacket,gray,reebok
5892,hm_shoes_5892,99,185,shoes,gray,hm
5893,puma_tshirt_5893,131,163,tshirt,red,puma
5894,adidas_hoodie_5894,580,744,hoodie,black,adidas
5895,zara_hoodie_5895,572,697,hoodie,gray,zara
5896,puma_pants_5896,273,324,pants,green,puma
5897,newbalance_jacket_5897,50,235,jacket,black,newbalance
5898,reebok_tshirt_5898,40,146,tshirt,red,reebok
5899,adidas_tshirt_5899,509,709,tshirt,yellow,adidas
5900,puma_pants_5900,580,668,pants,black,puma
5901,adidas_shoes_5901,38,87,shoes,yellow,adidas
5902,nike_hoodie_5902,565,630,hoodie,white,nike
5903,newbalance_jacket_5903,553,700,jacket,white,newbalance
5904,zara_hoodie_5904,345,536,hoodie,yellow,zara
5905,tommy_shorts_5905,306,447,shorts,red,tommy
5906,hm_shoes_5906,224,349,shoes,white,hm
5907,reebok_jacket_5907,63,248,jacket,yellow,reebok
5908,tommy_pants_5908,130,214,pants,white,tommy
5909,newbalance_hoodie_5909,561,702,hoodie,blue,newbalance
5910,zara_jacket_5910,141,166,jacket,blue,zara
5911,newbalance_jacket_5911,115,147,jacket,green,newbalance
5912,adidas_shoes_5912,479,620,shoes,blue,adidas
5913,puma_jacket_5913,555,618,jacket,green,puma
5914,newbalance_pants_5914,287,404,pants,red,newbalance
5915,hm_pants_5915,199,302,pants,white,hm
5916,puma_pants_5916,502,609,pants,red,puma
5917,hm_shorts_5917,233,428,shorts,yellow,hm
5918,zara_shorts_5918,143,237,shorts,red,zara
5919,zara_jacket_5919,112,196,jacket,gray,zara
5920,nike_tshirt_5920,592,612,tshirt,red,nike
5921,newbalance_pants_5921,456,486,pants,white,newbalance
5922,hm_jacket_5922,285,329,jacket,white,hm
5923,reebok_pants_5923,536,559,pants,blue,reebok
5924,hm_tshirt_5924,508,546,tshirt,green,hm
5925,adidas_shoes_5925,278,294,shoes,blue,adidas
5926,reebok_jacket_5926,153,288,jacket,green,reebok
5927,reebok_pants_5927,239,311,pants,red,reebok
5928,reebok_jacket_5928,465,578,jacket,gray,reebok
5929,hm_hoodie_5929,474,672,hoodie,red,hm
5930,newbalance_hoodie_5930,329,502,hoodie,white,newbalance
5931,hm_pants_5931,232,314,pants,green,hm
5932,zara_hoodie_5932,36,132,hoodie,white,zara
5933,zara_jacket_5933,527,636,jacket,white,zara
5934,tommy_hoodie_5934,162,221,hoodie,yellow,tommy
5935,newbalance_shorts_5935,151,294,shorts,black,newbalance
5936,newbalance_pants_5936,439,507,pants,red,newbalance
5937,zara_shoes_5937,382,452,shoes,gray,zara
5938,adidas_pants_5938,214,364,pants,blue,adidas
5939,zara_hoodie_5939,312,438,hoodie,white,zara
5940,zara_hoodie_5940,404,507,hoodie,gray,zara
5941,adidas_shorts_5941,229,329,shorts,gray,adidas
5942,tommy_shorts_5942,323,437,shorts,red,tommy
5943,reebok_shoes_5943,415,538,shoes,white,reebok
5944,reebok_jacket_5944,450,628,jacket,blue,reebok
5945,puma_hoodie_5945,448,537,hoodie,yellow,puma
5946,puma_tshirt_5946,343,461,tshirt,blue,puma
5947,newbalance_shoes_5947,244,351,shoes,yellow,newbalance
5948,zara_tshirt_5948,225,288,tshirt,blue,zara
5949,newbalance_tshirt_5949,115,269,tshirt,black,newbalance
5950,nike_tshirt_5950,376,555,tshirt,white,nike
5951,puma_jacket_5951,121,155,jacket,black,puma
5952,hm_tshirt_5952,262,294,tshirt,white,hm
5953,reebok_hoodie_5953,208,318,hoodie,black,reebok
5954,nike_pants_5954,415,498,pants,blue,nike
5955,puma_hoodie_5955,295,399,hoodie,red,puma
5956,zara_shorts_5956,455,645,shorts,blue,zara
5957,hm_jacket_5957,407,422,jacket,yellow,hm
5958,tommy_shorts_5958,261,304,shorts,gray,tommy
5959,newbalance_hoodie_5959,357,421,hoodie,red,newbalance
5960,newbalance_tshirt_5960,316,329,tshirt,blue,newbalance
5961,zara_shoes_5961,391,540,shoes,gray,zara
5962,reebok_tshirt_5962,73,248,tshirt,red,reebok
5963,puma_pants_5963,48,146,pants,green,puma
5964,hm_shoes_5964,37,190,shoes,gray,hm
5965,puma_hoodie_5965,540,696,hoodie,black,puma
5966,puma_jacket_5966,575,712,jacket,black,puma
5967,tommy_tshirt_5967,519,629,tshirt,gray,tommy
5968,tommy_jacket_5968,196,348,jacket,white,tommy
5969,tommy_hoodie_5969,54,179,hoodie,white,tommy
5970,newbalance_shoes_5970,232,374,shoes,green,newbalance
5971,puma_pants_5971,534,585,pants,blue,puma
5972,nike_jacket_5972,553,710,jacket,black,nike
5973,puma_shoes_5973,318,510,shoes,red,puma
5974,hm_hoodie_5974,224,323,hoodie,gray,hm
5975,newbalance_jacket_5975,498,593,jacket,gray,newbalance
5976,nike_hoodie_5976,241,381,hoodie,white,nike
5977,tommy_pants_5977,431,586,pants,red,tommy
5978,hm_shorts_5978,115,190,shorts,red,hm
5979,zara_tshirt_5979,385,406,tshirt,white,zara
5980,reebok_shoes_5980,591,787,shoes,gray,reebok
5981,zara_shoes_5981,385,580,shoes,gray,zara
5982,adidas_shoes_5982,579,619,shoes,white,adidas
5983,newbalance_hoodie_5983,300,480,hoodie,blue,newbalance
5984,adidas_hoodie_5984,426,584,hoodie,gray,adidas
5985,adidas_shorts_5985,125,152,shorts,green,adidas
5986,newbalance_pants_5986,355,542,pants,blue,newbalance
5987,newbalance_jacket_5987,405,557,jacket,blue,newbalance
5988,puma_pants_5988,75,202,pants,yellow,puma
5989,tommy_shorts_5989,226,344,shorts,gray,tommy
5990,zara_jacket_5990,30,139,jacket,blue,zara
5991,newbalance_hoodie_5991,259,407,hoodie,green,newbalance
5992,zara_jacket_5992,559,640,jacket,white,zara
5993,tommy_jacket_5993,548,734,jacket,green,tommy
5994,adidas_hoodie_5994,302,350,hoodie,red,adidas
5995,zara_jacket_5995,115,228,jacket,blue,zara
5996,newbalance_hoodie_5996,370,538,hoodie,black,newbalance
5997,newbalance_tshirt_5997,204,325,tshirt,blue,newbalance
5998,reebok_pants_5998,224,407,pants,green,reebok
5999,adidas_jacket_5999,53,91,jacket,white,adidas
6000,adidas_shorts_6000,50,141,shorts,red,adidas
6001,nike_pants_6001,323,397,pants,yellow,nike
6002,puma_shoes_6002,587,665,shoes,yellow,puma
6003,puma_pants_6003,382,502,pants,blue,puma
6004,tommy_jacket_6004,421,516,jacket,green,tommy
6005,hm_jacket_6005,222,328,jacket,white,hm
6006,hm_shoes_6006,183,330,shoes,green,hm
6007,hm_tshirt_6007,346,432,tshirt,yellow,hm
6008,tommy_tshirt_6008,107,272,tshirt,red,tommy
6009,reebok_shoes_6009,109,122,shoes,red,reebok
6010,newbalance_shoes_6010,352,457,shoes,red,newbalance
6011,hm_hoodie_6011,441,482,hoodie,red,hm
6012,nike_hoodie_6012,168,189,hoodie,green,nike
6013,reebok_tshirt_6013,520,663,tshirt,black,reebok
6014,reebok_shoes_6014,324,441,shoes,black,reebok
6015,newbalance_jacket_6015,32,95,jacket,gray,newbalance
6016,puma_shorts_6016,380,553,shorts,gray,puma
6017,hm_tshirt_6017,281,446,tshirt,yellow,hm
6018,reebok_pants_6018,72,88,pants,black,reebok
6019,tommy_shorts_6019,73,272,shorts,black,tommy
6020,hm_pants_6020,438,529,pants,yellow,hm
6021,adidas_pants_6021,171,302,pants,green,adidas
6022,hm_tshirt_6022,208,279,tshirt,yellow,hm
6023,reebok_jacket_6023,253,308,jacket,blue,reebok
6024,adidas_hoodie_6024,297,339,hoodie,gray,adidas
6025,reebok_tshirt_6025,348,493,tshirt,white,reebok
6026,reebok_shoes_6026,504,638,shoes,black,reebok
6027,reebok_jacket_6027,359,432,jacket,black,reebok
6028,puma_pants_6028,60,75,pants,gray,puma
6029,zara_jacket_6029,213,264,jacket,gray,zara
6030,nike_hoodie_6030,516,642,hoodie,blue,nike
6031,reebok_shoes_6031,202,346,shoes,yellow,reebok
6032,nike_shorts_6032,122,195,shorts,yellow,nike
6033,newbalance_tshirt_6033,491,603,tshirt,white,newbalance
6034,adidas_tshirt_6034,507,658,tshirt,yellow,adidas
6035,nike_pants_6035,503,513,pants,yellow,nike
6036,nike_shoes_6036,71,211,shoes,black,nike
6037,newbalance_shoes_6037,144,324,shoes,yellow,newbalance
6038,tommy_tshirt_6038,531,568,tshirt,yellow,tommy
6039,tommy_hoodie_6039,484,658,hoodie,white,tommy
6040,reebok_jacket_6040,338,438,jacket,yellow,reebok
6041,tommy_tshirt_6041,597,792,tshirt,red,tommy
6042,newbalance_jacket_6042,402,493,jacket,black,newbalance
6043,puma_pants_6043,170,288,pants,red,puma
6044,tommy_jacket_6044,592,694,jacket,black,tommy
6045,adidas_tshirt_6045,53,109,tshirt,green,adidas
6046,hm_shorts_6046,101,268,shorts,green,hm
6047,newbalance_hoodie_6047,172,299,hoodie,yellow,newbalance
6048,puma_shoes_6048,198,270,shoes,gray,puma
6049,puma_tshirt_6049,584,768,tshirt,white,puma
6050,puma_shoes_6050,154,346,shoes,yellow,puma
6051,zara_pants_6051,329,482,pants,black,zara
6052,hm_pants_6052,252,337,pants,red,hm
6053,tommy_jacket_6053,355,507,jacket,green,tommy
6054,newbalance_pants_6054,273,427,pants,black,newbalance
6055,puma_pants_6055,534,562,pants,white,puma
6056,adidas_pants_6056,506,662,pants,white,adidas
6057,tommy_pants_6057,332,422,pants,green,tommy
6058,zara_shoes_6058,52,82,shoes,black,zara
6059,adidas_tshirt_6059,342,506,tshirt,black,adidas
6060,hm_jacket_6060,429,604,jacket,gray,hm
6061,puma_tshirt_6061,324,374,tshirt,white,puma
6062,adidas_pants_6062,411,438,pants,white,adidas
6063,zara_shoes_6063,483,667,shoes,white,zara
6064,zara_pants_6064,50,169,pants,white,zara
6065,reebok_jacket_6065,597,782,jacket,gray,reebok
6066,hm_jacket_6066,550,707,jacket,white,hm
6067,zara_pants_6067,502,556,pants,green,zara
6068,hm_jacket_6068,248,364,jacket,green,hm
6069,tommy_pants_6069,108,159,pants,red,tommy
6070,adidas_pants_6070,95,163,pants,black,adidas
6071,adidas_shorts_6071,194,315,shorts,white,adidas
6072,puma_jacket_6072,438,576,jacket,black,puma
6073,puma_tshirt_6073,372,459,tshirt,yellow,puma
6074,hm_hoodie_6074,125,295,hoodie,blue,hm
6075,newbalance_shorts_6075,493,662,shorts,gray,newbalance
6076,puma_shoes_6076,106,130,shoes,red,puma
6077,nike_shorts_6077,251,341,shorts,yellow,nike
6078,newbalance_jacket_6078,381,541,jacket,red,newbalance
6079,zara_shorts_6079,145,192,shorts,red,zara
6080,hm_pants_6080,397,408,pants,white,hm
6081,reebok_hoodie_6081,73,245,hoodie,green,reebok
6082,adidas_shoes_6082,254,446,shoes,black,adidas
6083,tommy_hoodie_6083,117,213,hoodie,yellow,tommy
6084,adidas_tshirt_6084,468,628,tshirt,green,adidas
6085,tommy_shorts_6085,37,163,shorts,yellow,tommy
6086,newbalance_pants_6086,566,594,pants,white,newbalance
6087,reebok_shoes_6087,61,211,shoes,blue,reebok
6088,nike_tshirt_6088,228,426,tshirt,white,nike
6089,tommy_shoes_6089,200,294,shoes,green,tommy
6090,hm_shoes_6090,202,325,shoes,yellow,hm
6091,hm_shorts_6091,178,332,shorts,blue,hm
6092,tommy_shoes_6092,118,171,shoes,yellow,tommy
6093,nike_pants_6093,462,518,pants,green,nike
6094,zara_hoodie_6094,419,483,hoodie,white,zara
6095,reebok_jacket_6095,374,411,jacket,black,reebok
6096,zara_jacket_6096,56,90,jacket,gray,zara
6097,newbalance_pants_6097,516,627,pants,blue,newbalance
6098,tommy_shoes_6098,359,374,shoes,yellow,tommy
6099,reebok_pants_6099,212,282,pants,blue,reebok
6100,newbalance_shoes_6100,226,302,shoes,green,newbalance
6101,nike_hoodie_6101,101,255,hoodie,yellow,nike
6102,zara_jacket_6102,475,611,jacket,blue,zara
6103,hm_hoodie_6103,260,328,hoodie,gray,hm
6104,zara_shorts_6104,51,161,shorts,green,zara
6105,tommy_shorts_6105,117,166,shorts,gray,tommy
6106,tommy_pants_6106,389,586,pants,blue,tommy
6107,tommy_shorts_6107,462,528,shorts,blue,tommy
6108,nike_shorts_6108,192,331,shorts,white,nike
6109,reebok_jacket_6109,567,733,jacket,yellow,reebok
6110,reebok_shorts_6110,206,288,shorts,white,reebok
6111,hm_hoodie_6111,574,589,hoodie,black,hm
6112,tommy_jacket_6112,240,377,jacket,yellow,tommy
6113,tommy_jacket_6113,231,277,jacket,red,tommy
6114,adidas_tshirt_6114,439,583,tshirt,black,adidas
6115,reebok_pants_6115,87,148,pants,gray,reebok
6116,reebok_pants_6116,94,212,pants,black,reebok
6117,reebok_hoodie_6117,597,610,hoodie,gray,reebok
6118,hm_pants_6118,373,458,pants,green,hm
6119,reebok_shorts_6119,466,615,shorts,green,reebok
6120,hm_jacket_6120,350,375,jacket,gray,hm
6121,puma_pants_6121,375,555,pants,gray,puma
6122,reebok_hoodie_6122,150,268,hoodie,red,reebok
6123,reebok_hoodie_6123,508,534,hoodie,red,reebok
6124,adidas_hoodie_6124,548,728,hoodie,blue,adidas
6125,tommy_shoes_6125,483,668,shoes,green,tommy
6126,zara_shoes_6126,253,441,shoes,black,zara
6127,puma_shorts_6127,207,282,shorts,white,puma
6128,puma_shoes_6128,549,723,shoes,gray,puma
6129,zara_hoodie_6129,522,634,hoodie,red,zara
6130,tommy_shoes_6130,256,361,shoes,green,tommy
6131,tommy_pants_6131,295,305,pants,red,tommy
6132,nike_shorts_6132,284,407,shorts,red,nike
6133,newbalance_tshirt_6133,76,117,tshirt,yellow,newbalance
6134,reebok_pants_6134,199,302,pants,yellow,reebok
6135,tommy_hoodie_6135,286,449,hoodie,black,tommy
6136,zara_tshirt_6136,372,385,tshirt,red,zara
6137,nike_pants_6137,180,283,pants,red,nike
6138,adidas_shoes_6138,280,473,shoes,white,adidas
6139,tommy_pants_6139,365,395,pants,red,tommy
6140,hm_jacket_6140,241,397,jacket,yellow,hm
6141,zara_hoodie_6141,473,487,hoodie,green,zara
6142,adidas_shorts_6142,434,530,shorts,yellow,adidas
6143,puma_pants_6143,180,256,pants,red,puma
6144,zara_shorts_6144,124,142,shorts,green,zara
6145,adidas_hoodie_6145,94,270,hoodie,white,adidas
6146,adidas_jacket_6146,493,636,jacket,red,adidas
6147,puma_shoes_6147,85,214,shoes,red,puma
6148,zara_shoes_6148,301,380,shoes,green,zara
6149,nike_shoes_6149,45,149,shoes,gray,nike
6150,tommy_hoodie_6150,152,234,hoodie,yellow,tommy
6151,zara_jacket_6151,504,557,jacket,yellow,zara
6152,reebok_shoes_6152,114,128,shoes,black,reebok
6153,puma_jacket_6153,108,165,jacket,green,puma
6154,hm_shoes_6154,87,208,shoes,red,hm
6155,adidas_shorts_6155,578,661,shorts,gray,adidas
6156,puma_pants_6156,501,518,pants,black,puma
6157,reebok_hoodie_6157,325,515,hoodie,red,reebok
6158,newbalance_hoodie_6158,68,225,hoodie,blue,newbalance
6159,adidas_tshirt_6159,210,237,tshirt,green,adidas
6160,puma_pants_6160,444,485,pants,blue,puma
6161,reebok_shorts_6161,148,301,shorts,black,reebok
6162,nike_shorts_6162,465,512,shorts,red,nike
6163,reebok_tshirt_6163,211,381,tshirt,yellow,reebok
6164,adidas_hoodie_6164,380,394,hoodie,black,adidas
6165,nike_jacket_6165,504,517,jacket,red,nike
6166,tommy_tshirt_6166,152,347,tshirt,green,tommy
6167,adidas_tshirt_6167,218,281,tshirt,red,adidas
6168,nike_shoes_6168,169,205,shoes,black,nike
6169,newbalance_pants_6169,244,433,pants,red,newbalance
6170,puma_hoodie_6170,437,579,hoodie,black,puma
6171,nike_hoodie_6171,47,62,hoodie,red,nike
6172,nike_shoes_6172,436,495,shoes,gray,nike
6173,puma_pants_6173,205,344,pants,white,puma
6174,nike_jacket_6174,597,789,jacket,red,nike
6175,reebok_tshirt_6175,432,587,tshirt,yellow,reebok
6176,adidas_jacket_6176,79,193,jacket,white,adidas
6177,hm_pants_6177,96,120,pants,white,hm
6178,zara_shoes_6178,441,502,shoes,green,zara
6179,hm_shoes_6179,269,441,shoes,blue,hm
6180,tommy_pants_6180,364,549,pants,green,tommy
6181,adidas_pants_6181,213,267,pants,red,adidas
6182,puma_pants_6182,138,251,pants,yellow,puma
6183,puma_pants_6183,184,368,pants,green,puma
6184,zara_hoodie_6184,87,99,hoodie,black,zara
6185,nike_shorts_6185,524,545,shorts,black,nike
6186,adidas_pants_6186,175,199,pants,yellow,adidas
6187,reebok_shorts_6187,355,420,shorts,yellow,reebok
6188,reebok_pants_6188,269,345,pants,blue,reebok
6189,reebok_shoes_6189,94,109,shoes,blue,reebok
6190,adidas_pants_6190,331,347,pants,blue,adidas
6191,newbalance_hoodie_6191,359,483,hoodie,red,newbalance
6192,puma_shoes_6192,437,518,shoes,blue,puma
6193,puma_shorts_6193,271,417,shorts,blue,puma
6194,reebok_pants_6194,90,199,pants,gray,reebok
6195,puma_pants_6195,90,140,pants,gray,puma
6196,hm_hoodie_6196,443,608,hoodie,yellow,hm
6197,nike_pants_6197,67,224,pants,green,nike
6198,newbalance_shorts_6198,44,237,shorts,blue,newbalance
6199,puma_hoodie_6199,39,163,hoodie,black,puma
6200,reebok_jacket_6200,113,244,jacket,gray,reebok
6201,hm_pants_6201,383,431,pants,red,hm
6202,nike_hoodie_6202,145,259,hoodie,red,nike
6203,puma_shorts_6203,549,699,shorts,black,puma
6204,adidas_shoes_6204,327,447,shoes,black,adidas
6205,nike_shorts_6205,234,326,shorts,red,nike
6206,hm_shorts_6206,67,249,shorts,gray,hm
6207,hm_shoes_6207,471,655,shoes,blue,hm
6208,hm_hoodie_6208,431,627,hoodie,red,hm
6209,hm_shoes_6209,475,545,shoes,black,hm
6210,nike_pants_6210,106,298,pants,gray,nike
6211,adidas_shorts_6211,291,490,shorts,gray,adidas
6212,tommy_tshirt_6212,491,687,tshirt,yellow,tommy
6213,newbalance_tshirt_6213,559,639,tshirt,black,newbalance
6214,hm_jacket_6214,552,596,jacket,blue,hm
6215,zara_shorts_6215,168,342,shorts,black,zara
6216,tommy_tshirt_6216,346,499,tshirt,yellow,tommy
6217,puma_pants_6217,173,231,pants,green,puma
6218,hm_pants_6218,124,295,pants,yellow,hm
6219,reebok_tshirt_6219,343,446,tshirt,gray,reebok
6220,tommy_shorts_6220,226,302,shorts,white,tommy
6221,tommy_shoes_6221,460,536,shoes,green,tommy
6222,reebok_shorts_6222,446,471,shorts,gray,reebok
6223,tommy_tshirt_6223,69,98,tshirt,red,tommy
6224,reebok_tshirt_6224,201,243,tshirt,red,reebok
6225,reebok_hoodie_6225,405,602,hoodie,black,reebok
6226,reebok_shorts_6226,77,209,shorts,red,reebok
6227,puma_shoes_6227,478,619,shoes,green,puma
6228,hm_shoes_6228,30,221,shoes,red,hm
6229,puma_tshirt_6229,502,516,tshirt,blue,puma
6230,adidas_pants_6230,209,300,pants,gray,adidas
6231,reebok_hoodie_6231,588,610,hoodie,black,reebok
6232,zara_tshirt_6232,488,586,tshirt,white,zara
6233,reebok_shoes_6233,132,179,shoes,yellow,reebok
6234,puma_jacket_6234,74,226,jacket,black,puma
6235,newbalance_tshirt_6235,506,660,tshirt,red,newbalance
6236,newbalance_jacket_6236,77,149,jacket,blue,newbalance
6237,zara_tshirt_6237,244,317,tshirt,gray,zara
6238,hm_hoodie_6238,84,266,hoodie,yellow,hm
6239,newbalance_pants_6239,160,170,pants,black,newbalance
6240,adidas_shorts_6240,233,276,shorts,gray,adidas
6241,adidas_shoes_6241,340,417,shoes,red,adidas
6242,tommy_shoes_6242,462,616,shoes,yellow,tommy
6243,newbalance_tshirt_6243,477,638,tshirt,black,newbalance
6244,nike_tshirt_6244,526,674,tshirt,white,nike
6245,tommy_hoodie_6245,481,656,hoodie,blue,tommy
6246,zara_hoodie_6246,394,524,hoodie,green,zara
6247,newbalance_hoodie_6247,318,418,hoodie,red,newbalance
6248,nike_jacket_6248,275,292,jacket,blue,nike
6249,nike_pants_6249,408,592,pants,red,nike
6250,newbalance_jacket_6250,198,345,jacket,yellow,newbalance
6251,reebok_shorts_6251,447,479,shorts,blue,reebok
6252,hm_hoodie_6252,61,158,hoodie,red,hm
6253,zara_shoes_6253,363,522,shoes,yellow,zara
6254,adidas_tshirt_6254,35,109,tshirt,gray,adidas
6255,tommy_shoes_6255,405,467,shoes,gray,tommy
6256,puma_hoodie_6256,527,575,hoodie,blue,puma
6257,hm_jacket_6257,496,579,jacket,green,hm
6258,newbalance_pants_6258,45,110,pants,black,newbalance
6259,reebok_shoes_6259,213,375,shoes,red,reebok
6260,puma_shoes_6260,392,557,shoes,black,puma
6261,puma_hoodie_6261,334,362,hoodie,red,puma
6262,puma_pants_6262,554,625,pants,blue,puma
6263,hm_hoodie_6263,365,426,hoodie,green,hm
6264,reebok_hoodie_6264,126,183,hoodie,black,reebok
6265,zara_shoes_6265,580,690,shoes,yellow,zara
6266,puma_tshirt_6266,369,436,tshirt,green,puma
6267,reebok_shorts_6267,118,275,shorts,yellow,reebok
6268,tommy_hoodie_6268,561,729,hoodie,black,tommy
6269,reebok_tshirt_6269,97,289,tshirt,blue,reebok
6270,zara_shoes_6270,505,696,shoes,yellow,zara
6271,tommy_hoodie_6271,153,312,hoodie,white,tommy
6272,tommy_tshirt_6272,362,551,tshirt,gray,tommy
6273,adidas_shoes_6273,191,254,shoes,green,adidas
6274,zara_jacket_6274,435,529,jacket,red,zara
6275,newbalance_shorts_6275,557,754,shorts,blue,newbalance
6276,zara_jacket_6276,495,690,jacket,blue,zara
6277,hm_shoes_6277,582,677,shoes,gray,hm
6278,tommy_shoes_6278,487,531,shoes,gray,tommy
6279,zara_shorts_6279,264,305,shorts,black,zara
6280,newbalance_tshirt_6280,89,174,tshirt,yellow,newbalance
6281,puma_shoes_6281,538,735,shoes,yellow,puma
6282,newbalance_shoes_6282,160,197,shoes,white,newbalance
6283,puma_pants_6283,103,198,pants,green,puma
6284,zara_jacket_6284,364,445,jacket,red,zara
6285,newbalance_pants_6285,598,774,pants,black,newbalance
6286,reebok_pants_6286,369,476,pants,blue,reebok
6287,nike_pants_6287,459,544,pants,white,nike
6288,newbalance_pants_6288,442,570,pants,red,newbalance
6289,reebok_shoes_6289,563,738,shoes,white,reebok
6290,adidas_hoodie_6290,430,623,hoodie,gray,adidas
6291,tommy_tshirt_6291,187,310,tshirt,yellow,tommy
6292,nike_shoes_6292,444,509,shoes,green,nike
6293,adidas_hoodie_6293,158,176,hoodie,red,adidas
6294,nike_hoodie_6294,262,321,hoodie,black,nike
6295,hm_shorts_6295,361,385,shorts,black,hm
6296,adidas_jacket_6296,231,378,jacket,black,adidas
6297,tommy_tshirt_6297,102,177,tshirt,yellow,tommy
6298,newbalance_tshirt_6298,330,522,tshirt,white,newbalance
6299,puma_shorts_6299,261,452,shorts,white,puma
6300,hm_tshirt_6300,34,191,tshirt,blue,hm
6301,zara_hoodie_6301,427,579,hoodie,gray,zara
6302,nike_pants_6302,594,784,pants,white,nike
6303,hm_tshirt_6303,340,460,tshirt,black,hm
6304,adidas_tshirt_6304,556,575,tshirt,gray,adidas
6305,hm_shorts_6305,175,279,shorts,black,hm
6306,newbalance_pants_6306,257,351,pants,gray,newbalance
6307,reebok_shorts_6307,272,395,shorts,white,reebok
6308,puma_tshirt_6308,261,372,tshirt,gray,puma
6309,nike_shoes_6309,123,141,shoes,blue,nike
6310,puma_hoodie_6310,426,618,hoodie,red,puma
6311,tommy_shorts_6311,339,523,shorts,black,tommy
6312,nike_shorts_6312,588,640,shorts,white,nike
6313,reebok_shorts_6313,89,143,shorts,gray,reebok
6314,hm_tshirt_6314,48,221,tshirt,white,hm
6315,hm_hoodie_6315,314,474,hoodie,green,hm
6316,nike_tshirt_6316,264,354,tshirt,red,nike
6317,adidas_hoodie_6317,104,287,hoodie,white,adidas
6318,nike_tshirt_6318,471,509,tshirt,blue,nike
6319,newbalance_jacket_6319,279,380,jacket,red,newbalance
6320,tommy_pants_6320,481,626,pants,black,tommy
6321,tommy_pants_6321,97,215,pants,red,tommy
6322,zara_shorts_6322,126,288,shorts,gray,zara
6323,hm_shoes_6323,468,502,shoes,blue,hm
6324,puma_jacket_6324,203,354,jacket,white,puma
6325,adidas_shorts_6325,517,665,shorts,blue,adidas
6326,nike_jacket_6326,379,559,jacket,blue,nike
6327,zara_hoodie_6327,165,206,hoodie,black,zara
6328,tommy_shoes_6328,63,205,shoes,red,tommy
6329,puma_pants_6329,566,730,pants,white,puma
6330,nike_tshirt_6330,552,584,tshirt,white,nike
6331,nike_shorts_6331,188,277,shorts,red,nike
6332,hm_tshirt_6332,388,423,tshirt,gray,hm
6333,newbalance_hoodie_6333,498,627,hoodie,yellow,newbalance
6334,zara_hoodie_6334,87,224,hoodie,blue,zara
6335,tommy_shorts_6335,325,500,shorts,yellow,tommy
6336,zara_shoes_6336,152,350,shoes,black,zara
6337,puma_hoodie_6337,210,409,hoodie,green,puma
6338,zara_tshirt_6338,218,392,tshirt,green,zara
6339,adidas_hoodie_6339,453,572,hoodie,blue,adidas
6340,puma_tshirt_6340,258,419,tshirt,blue,puma
6341,zara_tshirt_6341,341,455,tshirt,white,zara
6342,hm_hoodie_6342,496,565,hoodie,green,hm
6343,nike_shoes_6343,577,607,shoes,yellow,nike
6344,newbalance_jacket_6344,110,194,jacket,gray,newbalance
6345,reebok_shorts_6345,430,446,shorts,gray,reebok
6346,reebok_shoes_6346,453,534,shoes,blue,reebok
6347,newbalance_tshirt_6347,498,574,tshirt,black,newbalance
6348,newbalance_jacket_6348,49,141,jacket,red,newbalance
6349,zara_shorts_6349,393,451,shorts,white,zara
6350,tommy_shorts_6350,498,678,shorts,white,tommy
6351,puma_hoodie_6351,228,361,hoodie,green,puma
6352,reebok_tshirt_6352,205,279,tshirt,white,reebok
6353,nike_shorts_6353,81,236,shorts,white,nike
6354,reebok_hoodie_6354,405,440,hoodie,red,reebok
6355,puma_jacket_6355,549,727,jacket,yellow,puma
6356,nike_tshirt_6356,234,324,tshirt,black,nike
6357,nike_shorts_6357,54,135,shorts,gray,nike
6358,hm_pants_6358,55,182,pants,green,hm
6359,nike_shoes_6359,94,288,shoes,yellow,nike
6360,zara_hoodie_6360,197,210,hoodie,black,zara
6361,adidas_pants_6361,315,443,pants,white,adidas
6362,adidas_hoodie_6362,260,296,hoodie,blue,adidas
6363,puma_hoodie_6363,260,422,hoodie,black,puma
6364,nike_tshirt_6364,488,579,tshirt,yellow,nike
6365,tommy_pants_6365,458,609,pants,red,tommy
6366,nike_pants_6366,464,502,pants,green,nike
6367,zara_hoodie_6367,389,500,hoodie,black,zara
6368,tommy_pants_6368,300,434,pants,black,tommy
6369,newbalance_shorts_6369,417,487,shorts,blue,newbalance
6370,zara_hoodie_6370,396,505,hoodie,white,zara
6371,hm_shorts_6371,258,298,shorts,red,hm
6372,adidas_pants_6372,337,504,pants,red,adidas
6373,nike_shorts_6373,350,544,shorts,yellow,nike
6374,puma_jacket_6374,342,511,jacket,yellow,puma
6375,zara_shorts_6375,467,629,shorts,white,zara
6376,adidas_shorts_6376,268,352,shorts,red,adidas
6377,adidas_shoes_6377,323,478,shoes,gray,adidas
6378,puma_shoes_6378,574,760,shoes,red,puma
